Year,RANK,Country name,Regional indicator,Happiness score,Whisker-high,Whisker-low,Log GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Dystopia + residual
2021,99,Benin,Sub-Saharan Africa,5.045,5.189,4.901,0.507,0.058,0.196,0.457,0.166,0.178,3.482
2021,100,Laos,Southeast Asia,5.03,5.119,4.941,0.808,0.598,0.33,0.643,0.268,0.179,2.204
2021,101,Bangladesh,South Asia,5.025,5.115,4.934,0.635,0.52,0.514,0.603,0.161,0.164,2.427
2021,102,Guinea,Sub-Saharan Africa,4.984,5.16,4.808,0.42,0.399,0.206,0.384,0.25,0.111,3.216
2021,103,South Africa,Sub-Saharan Africa,4.956,5.074,4.839,0.967,0.895,0.265,0.447,0.144,0.051,2.187
2021,104,Turkey,Middle East and North Africa,4.948,5.038,4.857,1.26,0.809,0.59,0.236,0.097,0.104,1.852
2021,105,Pakistan,South Asia,4.934,5.066,4.802,0.637,0.423,0.322,0.418,0.252,0.097,2.784
2021,106,Morocco,Middle East and North Africa,4.918,5.036,4.8,0.792,0.219,0.558,0.477,0.034,0.088,2.749
2021,107,Venezuela,Latin America and Caribbean,4.892,5.017,4.767,0.852,0.897,0.574,0.284,0.078,0.072,2.135
2021,108,Georgia,Commonwealth of Independent States,4.891,4.998,4.785,1.03,0.47,0.498,0.488,0.032,0.181,2.191
2021,109,Algeria,Middle East and North Africa,4.887,4.991,4.783,0.946,0.765,0.552,0.119,0.144,0.12,2.242
2021,110,Ukraine,Commonwealth of Independent States,4.875,4.977,4.773,0.979,0.958,0.517,0.417,0.181,0.01,1.813
2021,111,Iraq,Middle East and North Africa,4.854,4.97,4.738,0.91,0.638,0.381,0.302,0.153,0.041,2.429
2021,112,Gabon,Sub-Saharan Africa,4.852,4.998,4.706,1.037,0.707,0.362,0.424,0.058,0.064,2.201
2021,113,Burkina Faso,Sub-Saharan Africa,4.834,4.993,4.675,0.364,0.472,0.179,0.381,0.182,0.122,3.133
2021,114,Cambodia,Southeast Asia,4.83,4.963,4.698,0.603,0.68,0.426,0.702,0.21,0.061,2.148
2021,115,Mozambique,Sub-Saharan Africa,4.794,4.997,4.592,0.183,0.634,0.196,0.608,0.228,0.163,2.783
2021,116,Nigeria,Sub-Saharan Africa,4.759,4.861,4.658,0.663,0.625,0.051,0.433,0.212,0.039,2.736
2021,117,Mali,Sub-Saharan Africa,4.723,4.884,4.563,0.387,0.59,0.11,0.384,0.164,0.072,3.016
2021,118,Iran,Middle East and North Africa,4.721,4.828,4.614,1.03,0.557,0.561,0.275,0.33,0.144,1.823
2021,119,Uganda,Sub-Saharan Africa,4.636,4.78,4.493,0.364,0.718,0.24,0.398,0.267,0.054,2.596
2021,120,Liberia,Sub-Saharan Africa,4.625,4.833,4.417,0.228,0.58,0.253,0.43,0.221,0.057,2.857
2021,121,Kenya,Sub-Saharan Africa,4.607,4.747,4.466,0.603,0.508,0.385,0.483,0.375,0.073,2.18
2021,122,Tunisia,Middle East and North Africa,4.596,4.709,4.484,0.919,0.515,0.59,0.334,0.057,0.044,2.138
2021,123,Lebanon,Middle East and North Africa,4.584,4.691,4.477,1.045,0.868,0.595,0.175,0.14,0.026,1.736
2021,124,Namibia,Sub-Saharan Africa,4.574,4.7,4.448,0.882,0.801,0.262,0.411,0.091,0.059,2.068
2021,125,Palestinian Territories,Middle East and North Africa,4.517,4.649,4.384,0.646,0.819,0.434,0.33,0.082,0.075,2.131
2021,126,Myanmar,Southeast Asia,4.426,4.527,4.324,0.666,0.713,0.341,0.601,0.52,0.178,1.407
2021,127,Jordan,Middle East and North Africa,4.395,4.516,4.273,0.89,0.685,0.583,0.455,0.079,0.15,1.553
2021,128,Chad,Sub-Saharan Africa,4.355,4.54,4.171,0.255,0.353,0.0,0.24,0.215,0.084,3.209
2021,129,Sri Lanka,South Asia,4.325,4.454,4.196,0.99,0.82,0.593,0.559,0.239,0.049,1.075
2021,130,Swaziland,Sub-Saharan Africa,4.308,4.448,4.168,0.849,0.693,0.074,0.323,0.067,0.147,2.155
2021,131,Comoros,Sub-Saharan Africa,4.289,4.454,4.123,0.488,0.367,0.279,0.202,0.241,0.101,2.61
2021,132,Egypt,Middle East and North Africa,4.283,4.371,4.195,0.954,0.647,0.426,0.446,0.069,0.092,1.648
2021,133,Ethiopia,Sub-Saharan Africa,4.275,4.374,4.175,0.37,0.679,0.331,0.451,0.241,0.114,2.089
2021,134,Mauritania,Sub-Saharan Africa,4.227,4.365,4.09,0.666,0.749,0.273,0.218,0.119,0.133,2.069
2021,135,Madagascar,Sub-Saharan Africa,4.208,4.349,4.068,0.266,0.503,0.341,0.207,0.185,0.087,2.62
2021,136,Togo,Sub-Saharan Africa,4.107,4.258,3.956,0.254,0.239,0.203,0.289,0.209,0.107,2.806
2021,137,Zambia,Sub-Saharan Africa,4.073,4.209,3.938,0.528,0.552,0.231,0.487,0.227,0.074,1.975
2021,138,Sierra Leone,Sub-Saharan Africa,3.849,4.001,3.698,0.279,0.377,0.1,0.408,0.243,0.047,2.396
2021,139,India,South Asia,3.819,3.869,3.769,0.741,0.316,0.383,0.622,0.246,0.106,1.405
2021,140,Burundi,Sub-Saharan Africa,3.775,3.985,3.565,0.0,0.062,0.155,0.298,0.172,0.212,2.876
2021,141,Yemen,Middle East and North Africa,3.658,3.794,3.521,0.329,0.831,0.272,0.268,0.092,0.089,1.776
2021,142,Tanzania,Sub-Saharan Africa,3.623,3.762,3.485,0.433,0.54,0.3,0.549,0.307,0.231,1.263
2021,143,Haiti,Latin America and Caribbean,3.615,3.953,3.276,0.294,0.173,0.227,0.257,0.463,0.139,2.06
2021,144,Malawi,Sub-Saharan Africa,3.6,3.781,3.419,0.113,0.168,0.298,0.484,0.213,0.134,2.19
2021,145,Lesotho,Sub-Saharan Africa,3.512,3.748,3.276,0.451,0.731,0.007,0.405,0.103,0.015,1.8
2021,146,Botswana,Sub-Saharan Africa,3.467,3.611,3.322,1.099,0.724,0.34,0.539,0.027,0.088,0.648
2021,147,Rwanda,Sub-Saharan Africa,3.415,3.548,3.282,0.364,0.202,0.407,0.627,0.227,0.493,1.095
2021,148,Zimbabwe,Sub-Saharan Africa,3.145,3.259,3.03,0.457,0.649,0.243,0.359,0.157,0.075,1.205
2021,149,Afghanistan,South Asia,2.523,2.596,2.449,0.37,0.0,0.126,0.0,0.122,0.01,1.895
2022,1,Finland,Western Europe,7.821,7.886,7.756,1.892,1.258,0.775,0.736,0.109,0.534,2.518
2022,2,Denmark,Western Europe,7.636,7.71,7.563,1.953,1.243,0.777,0.719,0.188,0.532,2.226
2022,3,Iceland,Western Europe,7.557,7.651,7.464,1.936,1.32,0.803,0.718,0.27,0.191,2.32
2022,4,Switzerland,Western Europe,7.512,7.586,7.437,2.026,1.226,0.822,0.677,0.147,0.461,2.153
2022,5,Netherlands,Western Europe,7.415,7.471,7.359,1.945,1.206,0.787,0.651,0.271,0.419,2.137
2022,7,Sweden,Western Europe,7.384,7.454,7.315,1.92,1.204,0.803,0.724,0.218,0.512,2.003
2022,8,Norway,Western Europe,7.365,7.44,7.29,1.997,1.239,0.786,0.728,0.217,0.474,1.925
2022,9,Israel,Middle East and North Africa,7.364,7.426,7.301,1.826,1.221,0.818,0.568,0.155,0.143,2.634
2022,10,New Zealand,North America and ANZ,7.2,7.279,7.12,1.852,1.235,0.752,0.68,0.245,0.483,1.954
2022,11,Austria,Western Europe,7.163,7.237,7.089,1.931,1.165,0.774,0.623,0.193,0.329,2.148
2022,12,Australia,North America and ANZ,7.162,7.244,7.081,1.9,1.203,0.772,0.676,0.258,0.341,2.011
2022,13,Ireland,Western Europe,7.041,7.121,6.961,2.129,1.166,0.779,0.627,0.19,0.408,1.743
2022,14,Germany,Western Europe,7.034,7.122,6.947,1.924,1.088,0.776,0.585,0.163,0.358,2.142
2022,15,Canada,North America and ANZ,7.025,7.107,6.943,1.886,1.188,0.783,0.659,0.217,0.368,1.924
2022,16,United States,North America and ANZ,6.977,7.065,6.888,1.982,1.182,0.628,0.574,0.22,0.177,2.214
2022,17,United Kingdom,Western Europe,6.943,7.018,6.867,1.867,1.143,0.75,0.597,0.289,0.329,1.967
2022,18,Czech Republic,Central and Eastern Europe,6.92,7.029,6.811,1.815,1.26,0.715,0.66,0.158,0.048,2.263
2022,19,Belgium,Western Europe,6.805,6.89,6.72,1.907,1.106,0.764,0.492,0.049,0.204,2.283
2022,20,France,Western Europe,6.687,6.758,6.615,1.863,1.219,0.808,0.567,0.07,0.266,1.895
2022,21,Bahrain,Middle East and North Africa,6.647,6.779,6.514,1.854,1.029,0.625,0.693,0.199,0.155,2.092
2022,22,Slovenia,Central and Eastern Europe,6.63,6.718,6.542,1.81,1.249,0.769,0.685,0.118,0.115,1.885
2022,23,Costa Rica,Latin America and Caribbean,6.582,6.683,6.481,1.584,1.054,0.744,0.661,0.089,0.102,2.346
2022,24,United Arab Emirates,Middle East and North Africa,6.576,6.66,6.492,1.998,0.98,0.633,0.702,0.204,0.25,1.809
2022,25,Saudi Arabia,Middle East and North Africa,6.523,6.637,6.409,1.87,1.092,0.577,0.651,0.078,0.18,2.075
2022,26,Taiwan Province of China,East Asia,6.512,6.596,6.429,1.897,1.095,0.733,0.542,0.075,0.168,2.002
2022,27,Singapore,Southeast Asia,6.48,6.569,6.392,2.149,1.127,0.851,0.672,0.163,0.587,0.932
2022,28,Romania,Central and Eastern Europe,6.477,6.575,6.379,1.719,1.006,0.655,0.605,0.039,0.006,2.446
2022,29,Spain,Western Europe,6.476,6.56,6.392,1.808,1.211,0.808,0.505,0.101,0.149,1.893
2022,30,Uruguay,Latin America and Caribbean,6.474,6.562,6.386,1.615,1.18,0.672,0.665,0.103,0.265,1.974
2022,31,Italy,Western Europe,6.467,6.57,6.363,1.834,1.052,0.801,0.412,0.085,0.059,2.222
2022,32,Kosovo,Central and Eastern Europe,6.455,6.571,6.339,1.362,0.949,0.569,0.599,0.309,0.035,2.631
2022,33,Malta,Western Europe,6.447,6.535,6.359,1.838,1.169,0.789,0.679,0.174,0.166,1.631
2022,34,Lithuania,Central and Eastern Europe,6.446,6.535,6.356,1.804,1.204,0.659,0.496,0.053,0.077,2.153
2022,35,Slovakia,Central and Eastern Europe,6.391,6.475,6.306,1.736,1.232,0.707,0.479,0.118,0.025,2.094
2022,36,Estonia,Central and Eastern Europe,6.341,6.415,6.266,1.793,1.232,0.728,0.689,0.123,0.333,1.442
2022,37,Panama,Latin America and Caribbean,6.309,6.464,6.154,1.715,1.107,0.709,0.592,0.049,0.051,2.086
2022,38,Brazil,Latin America and Caribbean,6.293,6.384,6.202,1.462,1.044,0.615,0.546,0.131,0.134,2.361
2022,40,Kazakhstan,Central and Eastern Europe,6.234,6.33,6.138,1.668,1.22,0.611,0.584,0.134,0.157,1.86
2022,41,Cyprus,Western Europe,6.221,6.32,6.122,1.815,0.909,0.819,0.448,0.123,0.062,2.044
2022,42,Latvia,Central and Eastern Europe,6.18,6.255,6.106,1.732,1.221,0.637,0.502,0.075,0.09,1.923
2022,43,Serbia,Central and Eastern Europe,6.178,6.294,6.062,1.55,1.086,0.658,0.546,0.219,0.088,2.031
2022,44,Chile,Latin America and Caribbean,6.172,6.262,6.082,1.651,1.08,0.748,0.46,0.124,0.069,2.04
2022,45,Nicaragua,Latin America and Caribbean,6.165,6.312,6.017,1.105,1.029,0.617,0.617,0.168,0.212,2.418
2022,46,Mexico,Latin America and Caribbean,6.128,6.238,6.017,1.552,0.886,0.623,0.621,0.092,0.115,2.239
2022,47,Croatia,Central and Eastern Europe,6.125,6.229,6.022,1.705,1.183,0.709,0.535,0.109,0.0,1.884
2022,48,Poland,Central and Eastern Europe,6.123,6.205,6.04,1.758,1.174,0.712,0.523,0.124,0.14,1.693
2022,49,El Salvador,Latin America and Caribbean,6.12,6.25,5.99,1.265,0.768,0.607,0.666,0.089,0.212,2.514
2022,51,Hungary,Central and Eastern Europe,6.086,6.187,5.985,1.748,1.233,0.668,0.485,0.078,0.064,1.812
2022,52,Mauritius,Sub-Saharan Africa,6.071,6.184,5.958,1.591,1.116,0.568,0.589,0.131,0.107,1.969
2022,53,Uzbekistan,Central and Eastern Europe,6.063,6.178,5.948,1.219,1.092,0.6,0.716,0.283,0.24,1.913
2022,54,Japan,East Asia,6.039,6.119,5.959,1.835,1.089,0.866,0.537,0.007,0.218,1.487
2022,55,Honduras,Latin America and Caribbean,6.022,6.189,5.855,1.111,0.885,0.555,0.582,0.202,0.076,2.611
2022,56,Portugal,Western Europe,6.016,6.122,5.911,1.76,1.078,0.777,0.655,0.016,0.039,1.691
2022,57,Argentina,Latin America and Caribbean,5.967,6.09,5.844,1.592,1.102,0.662,0.555,0.081,0.085,1.891
2022,58,Greece,Western Europe,5.948,6.043,5.853,1.703,0.98,0.774,0.249,0.015,0.108,2.119
2022,59,South Korea,East Asia,5.935,6.021,5.849,1.851,0.886,0.841,0.414,0.111,0.176,1.656
2022,60,Philippines,Southeast Asia,5.904,6.007,5.8,1.268,0.912,0.514,0.678,0.107,0.142,2.283
2022,61,Thailand,Southeast Asia,5.891,5.994,5.788,1.535,1.096,0.697,0.617,0.321,0.026,1.6
2022,62,Moldova,Central and Eastern Europe,5.857,5.948,5.766,1.417,1.008,0.597,0.561,0.102,0.028,2.142
2022,63,Jamaica,Latin America and Caribbean,5.85,6.023,5.676,1.296,1.045,0.646,0.567,0.08,0.053,2.164
2022,64,Kyrgyzstan,Central and Eastern Europe,5.828,5.916,5.741,1.069,1.109,0.638,0.693,0.208,0.025,2.087
2022,66,Colombia,Latin America and Caribbean,5.781,5.903,5.659,1.452,0.929,0.72,0.545,0.087,0.077,1.971
2022,67,Bosnia and Herzegovina,Central and Eastern Europe,5.768,5.877,5.659,1.468,1.068,0.665,0.448,0.244,0.006,1.869
2022,68,Mongolia,East Asia,5.761,5.845,5.676,1.393,1.197,0.467,0.398,0.247,0.059,1.999
2022,69,Dominican Republic,Latin America and Caribbean,5.737,5.873,5.601,1.538,1.003,0.577,0.606,0.084,0.179,1.751
2022,70,Malaysia,Southeast Asia,5.711,5.845,5.578,1.689,0.938,0.62,0.654,0.213,0.126,1.471
2022,71,Bolivia,Latin America and Caribbean,5.6,5.709,5.491,1.256,0.88,0.555,0.627,0.112,0.064,2.107
2022,72,China,East Asia,5.585,5.65,5.52,1.508,0.958,0.705,0.656,0.099,0.142,1.516
2022,73,Paraguay,Latin America and Caribbean,5.578,5.689,5.467,1.409,1.13,0.624,0.629,0.171,0.059,1.555
2022,74,Peru,Latin America and Caribbean,5.559,5.679,5.439,1.397,0.865,0.735,0.545,0.09,0.037,1.89
2022,75,Montenegro,Central and Eastern Europe,5.547,5.681,5.413,1.573,1.023,0.659,0.46,0.135,0.077,1.619
2022,76,Ecuador,Latin America and Caribbean,5.533,5.653,5.414,1.352,0.879,0.708,0.565,0.08,0.083,1.866
2022,77,Vietnam,Southeast Asia,5.485,5.57,5.4,1.252,0.932,0.611,0.707,0.143,0.105,1.735
2022,80,Russia,Central and Eastern Europe,5.459,5.525,5.392,1.685,1.095,0.586,0.401,0.117,0.08,1.494
2022,81,Hong Kong S.A.R. of China,East Asia,5.425,5.501,5.348,1.957,0.954,0.942,0.4,0.147,0.383,0.642
2022,82,Armenia,Middle East and North Africa,5.399,5.519,5.278,1.434,0.82,0.668,0.558,0.054,0.21,1.654
2022,83,Tajikistan,Central and Eastern Europe,5.377,5.468,5.287,0.966,1.005,0.518,0.572,0.118,0.304,1.895
2022,84,Nepal,South Asia,5.377,5.502,5.251,0.984,0.784,0.499,0.519,0.237,0.13,2.224
2022,85,Bulgaria,Central and Eastern Europe,5.371,5.485,5.257,1.625,1.163,0.64,0.563,0.123,0.021,1.235
2022,87,Indonesia,Southeast Asia,5.24,5.341,5.139,1.382,0.883,0.539,0.62,0.468,0.047,1.3
2022,88,Ivory Coast,Sub-Saharan Africa,5.235,5.384,5.085,1.094,0.442,0.322,0.451,0.149,0.124,2.652
2022,89,North Macedonia,Central and Eastern Europe,5.199,5.303,5.095,1.505,0.863,0.637,0.488,0.215,0.031,1.461
2022,90,Albania,Central and Eastern Europe,5.199,5.321,5.076,1.439,0.646,0.719,0.511,0.138,0.028,1.718
2022,91,South Africa,Sub-Saharan Africa,5.194,5.315,5.073,1.425,1.088,0.361,0.442,0.089,0.046,1.742
2022,94,Bangladesh,South Asia,5.155,5.262,5.049,1.06,0.614,0.581,0.622,0.125,0.187,1.967
2022,95,Laos,Southeast Asia,5.14,5.263,5.018,1.239,0.654,0.479,0.679,0.197,0.184,1.709
2022,96,Algeria,Middle East and North Africa,5.122,5.215,5.03,1.363,0.97,0.643,0.146,0.106,0.15,1.744
2022,98,Ukraine,Central and Eastern Europe,5.084,5.19,4.978,1.411,1.081,0.583,0.473,0.188,0.017,1.331
2022,99,Congo,Sub-Saharan Africa,5.075,5.235,4.915,0.95,0.405,0.355,0.431,0.13,0.146,2.658
2022,100,Morocco,Middle East and North Africa,5.06,5.181,4.938,1.208,0.268,0.565,0.492,0.02,0.102,2.405
2022,101,Mozambique,Sub-Saharan Africa,5.048,5.273,4.823,0.578,0.66,0.191,0.593,0.185,0.2,2.641
2022,102,Cameroon,Sub-Saharan Africa,5.048,5.188,4.907,0.968,0.672,0.317,0.397,0.152,0.074,2.469
2022,103,Senegal,Sub-Saharan Africa,5.046,5.171,4.921,0.933,0.53,0.447,0.494,0.143,0.081,2.419
2022,105,Georgia,Central and Eastern Europe,4.973,5.079,4.867,1.467,0.612,0.595,0.508,0.0,0.208,1.583
2022,106,Gabon,Sub-Saharan Africa,4.958,5.091,4.826,1.459,0.738,0.396,0.343,0.032,0.099,1.892
2022,107,Iraq,Middle East and North Africa,4.941,5.099,4.783,1.289,0.682,0.554,0.328,0.147,0.046,1.894
2022,108,Venezuela,Latin America and Caribbean,4.925,5.051,4.8,0.0,0.968,0.578,0.283,0.225,0.082,2.79
2022,109,Guinea,Sub-Saharan Africa,4.891,5.028,4.753,0.848,0.566,0.275,0.334,0.214,0.116,2.538
2022,110,Iran,Middle East and North Africa,4.888,4.995,4.78,1.41,0.741,0.642,0.281,0.241,0.146,1.427
2022,111,Ghana,Sub-Saharan Africa,4.872,4.999,4.745,1.112,0.595,0.409,0.5,0.23,0.056,1.972
2022,112,Turkey,Middle East and North Africa,4.744,4.845,4.644,1.707,0.865,0.702,0.209,0.087,0.115,1.059
2022,113,Burkina Faso,Sub-Saharan Africa,4.67,4.814,4.527,0.779,0.565,0.32,0.382,0.186,0.126,2.313
2022,114,Cambodia,Southeast Asia,4.64,4.765,4.516,1.019,0.732,0.505,0.74,0.166,0.068,1.41
2022,115,Benin,Sub-Saharan Africa,4.623,4.754,4.492,0.932,0.064,0.335,0.479,0.127,0.23,2.458
2022,117,Uganda,Sub-Saharan Africa,4.603,4.747,4.459,0.777,0.875,0.418,0.402,0.222,0.066,1.842
2022,118,Nigeria,Sub-Saharan Africa,4.552,4.651,4.453,1.079,0.732,0.3,0.444,0.175,0.038,1.784
2022,119,Kenya,Sub-Saharan Africa,4.543,4.683,4.403,1.032,0.605,0.401,0.44,0.322,0.082,1.661
2022,120,Tunisia,Middle East and North Africa,4.516,4.629,4.403,1.35,0.596,0.656,0.316,0.029,0.029,1.54
2022,121,Pakistan,South Asia,4.516,4.634,4.397,1.049,0.413,0.374,0.448,0.181,0.112,1.94
2022,123,Mali,Sub-Saharan Africa,4.479,4.611,4.347,0.792,0.483,0.311,0.35,0.128,0.042,2.373
2022,124,Namibia,Sub-Saharan Africa,4.459,4.593,4.326,1.292,0.877,0.354,0.384,0.067,0.071,1.414
2022,126,Myanmar,Southeast Asia,4.394,4.511,4.277,1.038,0.829,0.491,0.513,0.452,0.194,0.877
2022,127,Sri Lanka,South Asia,4.362,4.487,4.237,1.415,0.934,0.66,0.529,0.15,0.079,0.595
2022,129,Egypt,Middle East and North Africa,4.288,4.377,4.198,1.388,0.732,0.548,0.469,0.041,0.254,0.856
2022,131,Ethiopia,Sub-Saharan Africa,4.241,4.365,4.118,0.788,0.809,0.457,0.472,0.205,0.136,1.375
2022,134,Jordan,Middle East and North Africa,4.152,4.276,4.029,1.324,0.724,0.675,0.476,0.058,0.2,0.695
2022,135,Togo,Sub-Saharan Africa,4.112,4.272,3.953,0.771,0.322,0.36,0.292,0.174,0.132,2.061
2022,136,India,South Asia,3.777,3.828,3.726,1.167,0.376,0.471,0.647,0.198,0.123,0.795
2022,137,Zambia,Sub-Saharan Africa,3.76,3.902,3.618,0.93,0.577,0.306,0.525,0.203,0.083,1.135
2022,138,Malawi,Sub-Saharan Africa,3.75,3.941,3.56,0.648,0.279,0.388,0.477,0.14,0.157,1.661
2022,139,Tanzania,Sub-Saharan Africa,3.702,3.847,3.558,0.848,0.597,0.425,0.578,0.248,0.27,0.735
2022,140,Sierra Leone,Sub-Saharan Africa,3.574,3.732,3.416,0.686,0.416,0.273,0.387,0.202,0.055,1.556
2022,144,Zimbabwe,Sub-Saharan Africa,2.995,3.11,2.88,0.947,0.69,0.27,0.329,0.106,0.105,0.548
2022,145,Lebanon,Middle East and North Africa,2.955,3.049,2.862,1.392,0.498,0.631,0.103,0.082,0.034,0.216
2022,146,Afghanistan,South Asia,2.404,2.469,2.339,0.758,0.0,0.289,0.0,0.089,0.005,1.263
